"","Angļu v.","Rīgas Purvciema vidusskola","71.23"
"","Bio.","Rīgas Purvciema vidusskola","66.22"
"","Fiz.","Rīgas Purvciema vidusskola","41"
"","Ķīm.","Rīgas Purvciema vidusskola","44.67"
"","Latv. val.","Rīgas Purvciema vidusskola","49.19"
"","Vēsture","Rīgas Purvciema vidusskola","62.9"
"","Matem.","Rīgas Purvciema vidusskola","54.5"
"","Latv. val. 9.kl.","Rīgas Purvciema vidusskola","74.25"
"","Angļu v.","Rīgas Raiņa 8. vakara (maiņu) vidusskola","70.52"
"","Bio.","Rīgas Raiņa 8. vakara (maiņu) vidusskola","57.33"
"","Krievu v.","Rīgas Raiņa 8. vakara (maiņu) vidusskola","60.41"
"","Ķīm.","Rīgas Raiņa 8. vakara (maiņu) vidusskola","26.67"
"","Latv. val.","Rīgas Raiņa 8. vakara (maiņu) vidusskola","43.39"
"","Vēsture","Rīgas Raiņa 8. vakara (maiņu) vidusskola","49.48"
"","Matem.","Rīgas Raiņa 8. vakara (maiņu) vidusskola","16.94"
"","Angļu v.","Rīgas Rīnūžu vidusskola","46.66"
"","Bio.","Rīgas Rīnūžu vidusskola","55.67"
"","Fiz.","Rīgas Rīnūžu vidusskola","30.67"
"","Ķīm.","Rīgas Rīnūžu vidusskola","60.67"
"","Latv. val.","Rīgas Rīnūžu vidusskola","37.46"
"","Matem.","Rīgas Rīnūžu vidusskola","44.86"
"","Latv. val. 9.kl.","Rīgas Rīnūžu vidusskola","63.25"
"","Angļu v.","Rīgas Sergeja Žoltoka vidusskola","54.53"
"","Fiz.","Rīgas Sergeja Žoltoka vidusskola","29.33"
"","Latv. val.","Rīgas Sergeja Žoltoka vidusskola","44.18"
"","Matem.","Rīgas Sergeja Žoltoka vidusskola","34.9"
"","Latv. val. 9.kl.","Rīgas Sergeja Žoltoka vidusskola","63.77"
"","Latv. val. 9.kl.","Rīgas Starptautiskā skola","62"
"","Angļu v.","Rīgas Tālmācības vidusskola","66.16"
"","Bio.","Rīgas Tālmācības vidusskola","39.93"
"","Fiz.","Rīgas Tālmācības vidusskola","26.4"
"","Krievu v.","Rīgas Tālmācības vidusskola","59.34"
"","Ķīm.","Rīgas Tālmācības vidusskola","43.33"
"","Latv. val.","Rīgas Tālmācības vidusskola","50.96"
"","Vēsture","Rīgas Tālmācības vidusskola","46"
"","Matem.","Rīgas Tālmācības vidusskola","20.84"
"","Vācu val.","Rīgas Tālmācības vidusskola","87.88"
"","Angļu v.","Rīgas Teikas vidusskola","75.72"
"","Bio.","Rīgas Teikas vidusskola","72.87"
"","Fiz.","Rīgas Teikas vidusskola","32.95"
"","Krievu v.","Rīgas Teikas vidusskola","76.67"
"","Ķīm.","Rīgas Teikas vidusskola","48.22"
"","Latv. val.","Rīgas Teikas vidusskola","63.77"
"","Vēsture","Rīgas Teikas vidusskola","68.95"
"","Matem.","Rīgas Teikas vidusskola","41.65"
"","Angļu v.","Rīgas Ukraiņu vidusskola","70.33"
"","Bio.","Rīgas Ukraiņu vidusskola","58"
"","Fiz.","Rīgas Ukraiņu vidusskola","76"
"","Krievu v.","Rīgas Ukraiņu vidusskola","86.1"
"","Ķīm.","Rīgas Ukraiņu vidusskola","32"
"","Latv. val.","Rīgas Ukraiņu vidusskola","40.98"
"","Matem.","Rīgas Ukraiņu vidusskola","30.86"
"","Latv. val. 9.kl.","Rīgas Ukraiņu vidusskola","65.67"
"","Angļu v.","Rīgas vakara ģimnāzija","48.24"
"","Bio.","Rīgas vakara ģimnāzija","46.44"
"","Krievu v.","Rīgas vakara ģimnāzija","65.47"
"","Latv. val.","Rīgas vakara ģimnāzija","34.7"
"","Vēsture","Rīgas vakara ģimnāzija","37.96"
"","Matem.","Rīgas vakara ģimnāzija","22.24"
"","Latv. val. 9.kl.","Rīgas vakara ģimnāzija","53.67"
"","Angļu v.","Rīgas Valsts 1. ģimnāzija","90.81"
"","Bio.","Rīgas Valsts 1. ģimnāzija","78.25"
"","Fiz.","Rīgas Valsts 1. ģimnāzija","73.87"
"","Krievu v.","Rīgas Valsts 1. ģimnāzija","91.17"
"","Ķīm.","Rīgas Valsts 1. ģimnāzija","83.41"
"","Latv. val.","Rīgas Valsts 1. ģimnāzija","77.87"
"","Vēsture","Rīgas Valsts 1. ģimnāzija","82.58"
"","Matem.","Rīgas Valsts 1. ģimnāzija","83.29"
"","Vācu val.","Rīgas Valsts 1. ģimnāzija","70.26"
"","Angļu v.","Rīgas Valsts 2. ģimnāzija","84.04"
"","Bio.","Rīgas Valsts 2. ģimnāzija","69.47"
"","Fiz.","Rīgas Valsts 2. ģimnāzija","54.75"
"","Krievu v.","Rīgas Valsts 2. ģimnāzija","89.42"
"","Ķīm.","Rīgas Valsts 2. ģimnāzija","66.22"
"","Latv. val.","Rīgas Valsts 2. ģimnāzija","78.97"
"","Vēsture","Rīgas Valsts 2. ģimnāzija","78.57"
"","Matem.","Rīgas Valsts 2. ģimnāzija","65.53"
"","Vācu val.","Rīgas Valsts 2. ģimnāzija","89.3"
"","Angļu v.","Rīgas Valsts 3. ģimnāzija","80.53"
"","Bio.","Rīgas Valsts 3. ģimnāzija","74.91"
"","Fiz.","Rīgas Valsts 3. ģimnāzija","65.78"
"","Krievu v.","Rīgas Valsts 3. ģimnāzija","86.7"
"","Ķīm.","Rīgas Valsts 3. ģimnāzija","76.22"
"","Latv. val.","Rīgas Valsts 3. ģimnāzija","72.87"
"","Vēsture","Rīgas Valsts 3. ģimnāzija","69.35"
"","Matem.","Rīgas Valsts 3. ģimnāzija","63.35"
"","Vācu val.","Rīgas Valsts 3. ģimnāzija","55.92"
"","Angļu v.","Rīgas Valsts vācu ģimnāzija","81.17"
"","Bio.","Rīgas Valsts vācu ģimnāzija","65.02"
"","Fiz.","Rīgas Valsts vācu ģimnāzija","47.58"
"","Krievu v.","Rīgas Valsts vācu ģimnāzija","76.22"
"","Ķīm.","Rīgas Valsts vācu ģimnāzija","57.25"
"","Latv. val.","Rīgas Valsts vācu ģimnāzija","68.87"
"","Vēsture","Rīgas Valsts vācu ģimnāzija","68.7"
"","Matem.","Rīgas Valsts vācu ģimnāzija","41.7"
"","Vācu val.","Rīgas Valsts vācu ģimnāzija","74.05"
"","Angļu v.","Rīgas Zolitūdes ģimnāzija","71.28"
"","Bio.","Rīgas Zolitūdes ģimnāzija","69"
"","Fiz.","Rīgas Zolitūdes ģimnāzija","63.78"
"","Ķīm.","Rīgas Zolitūdes ģimnāzija","55.07"
"","Latv. val.","Rīgas Zolitūdes ģimnāzija","45.65"
"","Vēsture","Rīgas Zolitūdes ģimnāzija","61.69"
"","Matem.","Rīgas Zolitūdes ģimnāzija","51.93"
"","Latv. val. 9.kl.","Rīgas Zolitūdes ģimnāzija","72.82"
"","Angļu v.","Š. Dubnova Rīgas Ebreju vidusskola","73.7"
"","Fiz.","Š. Dubnova Rīgas Ebreju vidusskola","32.33"
"","Latv. val.","Š. Dubnova Rīgas Ebreju vidusskola","39.29"
"","Matem.","Š. Dubnova Rīgas Ebreju vidusskola","42.97"
"","Latv. val. 9.kl.","Š. Dubnova Rīgas Ebreju vidusskola","72.97"
"","Angļu v.","Tālmācības vidusskola ""Rīgas Komercskola""","70.24"
"","Krievu v.","Tālmācības vidusskola ""Rīgas Komercskola""","72.25"
"","Vācu val.","Tālmācības vidusskola ""Rīgas Komercskola""","89.53"
"","Bio.","Tālmācības vidusskola ""Rīgas Komercskola""","68.67"
"","Fiz.","Tālmācības vidusskola ""Rīgas Komercskola""","54.67"
"","Krievu v.","Tālmācības vidusskola ""Rīgas Komercskola""","58.98"
"","Latv. val.","Tālmācības vidusskola ""Rīgas Komercskola""","51.09"
"","Vēsture","Tālmācības vidusskola ""Rīgas Komercskola""","53.02"
"","Matem.","Tālmācības vidusskola ""Rīgas Komercskola""","29.03"
